n_ID	s_SKILL_TITLE	s_DESCRIPTION	s_TIP	s_DETAIL	s_CACULATE
44023	Advanced Discipline Solar Priest	การฝึกหนักขึ้นไปอีกก้าวของPriestทำให้โจมตีหนักเวทย์ของท่าน+$ADD_DAMPLUS_MAGIC, ป้องกันเวทย์+$ADD_AC_MAGIC, ค่าต้านคำสาป+2%\nไม่สามารถเรียนสกิลนอกเวลาได้	การฝึกหนักขึ้นไปอีกก้าวของPriestทำให้โจมตีหนักเวทย์ของท่าน+$ADD_DAMPLUS_MAGIC, ป้องกันเวทย์+$ADD_AC_MAGIC, ค่าต้านคำสาป+2%\nไม่สามารถเรียนสกิลนอกเวลาได้\n		ADD_DAMPLUS_MAGIC(1)(1);ADD_AC_MAGIC(1)(1)
44024	Senior Discipline Solar Priest	การฝึกขั้นสูงสุดของPriestทำให้โจมตีหนักเวทย์ของท่าน+$ADD_DAMPLUS_MAGIC, ป้องกันเวทย์+$ADD_AC_MAGIC, ค่าต้านคำสาป+3%\nไม่สามารถเรียนสกิลนอกเวลาได้	การฝึกขั้นสูงสุดของPriestทำให้โจมตีหนักเวทย์ของท่าน+$ADD_DAMPLUS_MAGIC, ป้องกันเวทย์+$ADD_AC_MAGIC, ค่าต้านคำสาป+3%\nไม่สามารถเรียนสกิลนอกเวลาได้\n		ADD_DAMPLUS_MAGIC(1)(1);ADD_AC_MAGIC(1)(1)
44025	Elite Discipline Solar Priest	การฝึกอันหนักหน่วงทำให้โจมตีหนักเวทย์ของท่าน+$ADD_DAMPLUS_MAGIC, ป้องกันเวทย์+$ADD_AC_MAGIC, ค่าต้านคำสาป+5%\nไม่สามารถเรียนสกิลนอกเวลาได้	การฝึกอันหนักหน่วงทำให้โจมตีหนักเวทย์ของท่าน+$ADD_DAMPLUS_MAGIC, ป้องกันเวทย์+$ADD_AC_MAGIC, ค่าต้านคำสาป+5%\nไม่สามารถเรียนสกิลนอกเวลาได้\n		ADD_DAMPLUS_MAGIC(1)(1);ADD_AC_MAGIC(1)(1)
45000	巫毒使基礎修煉	巫毒使的基礎訓練使你的魔法穿甲+$ADD_PENETRATE_MAGIC，精力上限 + $ADD_STAMINAMAX，生命上限+$ADD_HPMAX。\n無法以兼職學得此技能。	巫毒使的基礎訓練使你的魔法穿甲+$ADD_PENETRATE_MAGIC，精力上限 + $ADD_STAMINAMAX，生命上限+$ADD_HPMAX。\n無法以兼職學得此技能。		ADD_STAMINAMAX(1)(1);ADD_HPMAX(1)(1);ADD_PENETRATE_MAGIC(1)(1)
45001	邪靈彈	必須裝備巫毒娃娃\n類型：死靈\n\n呼喚靈體攻擊目標，持續使用造成$ADD_DAMMIMAGIC + 110%、150%、120%魔法傷害。\n\n二階：附帶緩速效果，持續10秒\n三階：範圍傷害，附帶增傷 5%，持續10秒	類型：死靈\n\n呼喚靈體攻擊目標，持續使用造成$ADD_DAMMIMAGIC + 110%、150%、120%魔法傷害。\n\n二階：附帶緩速效果，持續10秒\n三階：範圍傷害，附帶增傷 5%，持續10秒\n		ADD_DAMMIMAGIC(1)(1.1)
45002	附身詛咒	必須裝備巫毒娃娃\n回復精力值：10\n產生集氣：1層\n類型：死靈\n\n讓巫毒娃娃附著在目標身上，使目標防禦力$ADD_AC_PHYSICS。精力恢復速度+3，並且所受到的傷害的20%會轉移至目標身上。\n\n對已經被附身的目標使用技能可以回收詛咒。\n附身目標死亡時，技能冷卻時間會重置。\n傷害轉移對其他玩家只有5%的效果。	回復精力值：10\n產生集氣：1層\n類型：死靈\n\n讓巫毒娃娃附著在目標身上，使目標防禦力$ADD_AC_PHYSICS。精力恢復速度+3，並且所受到的傷害的20%會轉移至目標身上。\n\n對已經被附身的目標使用技能可以回收詛咒。\n附身目標死亡時，技能冷卻時間會重置。\n傷害轉移對其他玩家只有5%的效果。\n		ADD_AC_PHYSICS(1)(1)
45003	黑暗新星	必須裝備巫毒娃娃\n消耗集氣：1層\n類型：死靈\n\n操控娃娃放出暗靈衝擊波，震開周圍敵對目標，並造成$ADD_DAMMIMAGIC + 100%魔法傷害\n\n若巫毒娃娃不在附身狀態，則不消耗集氣。	消耗集氣：1層\n類型：死靈\n\n操控娃娃放出暗靈衝擊波，震開周圍敵對目標，並造成$ADD_DAMMIMAGIC + 100%魔法傷害\n\n若巫毒娃娃不在附身狀態，則不消耗集氣。\n		ADD_DAMMIMAGIC(1)(1)
45004	緩毒新星	必須裝備巫毒娃娃\n消耗集氣：1層\n類型：毒性\n\n操控娃娃放出擴散毒氣，造成$ADD_DAMMIMAGIC + 30%魔法傷害，並賦予緩毒效果每3秒造成30%魔法傷害，持續30秒。\n\n若巫毒娃娃不在附身狀態，則不消耗集氣。\n\n劇毒爆破：目標有緩毒效果時，受到毒素衝擊攻擊，會產生毒爆，對周圍三名敵人額外造成傷害，並賦予劇毒效果，每秒造成50%魔法傷害，持續10秒。	類型：毒性\n\n操控娃娃放出擴散毒氣，造成$ADD_DAMMIMAGIC + 30%魔法傷害，並賦予緩毒效果每3秒造成30%魔法傷害，持續30秒。\n\n若巫毒娃娃不在附身狀態，則不消耗集氣。\n\n劇毒爆破：目標有緩毒效果時，受到毒素衝擊攻擊，會產生毒爆，對周圍三名敵人額外造成傷害，並賦予劇毒效果，每秒造成50%魔法傷害，持續10秒。\n		ADD_DAMMIMAGIC(1)(0.3)
45005	毒素衝擊	必須裝備巫毒娃娃\n類型：毒性\n\n在自身周圍釋放出毒性衝擊波，造成$ADD_DAMPLUS_MAGIC + 100%物理與魔法重擊傷害。並賦予毒素衝擊，每3秒造成50%魔法傷害，持續15秒。	類型：毒性\n\n在自身周圍釋放出毒性衝擊波，造成$ADD_DAMPLUS_MAGIC + 100%物理與魔法重擊傷害。並賦予毒素衝擊，每3秒造成50%魔法傷害，持續15秒。\n		ADD_DAMPLUS_MAGIC(1)(1)
45006	闇靈防護	必須裝備巫毒娃娃\n回復精力值：10\n產生集氣：1層\n類型：防禦\n\n回收附身詛咒並且強化自己的防禦能力，防禦力 + $ADD_AC_PHYSICS，持續45秒。受到的傷害 - 30%，持續7秒。\n\n重置附身詛咒的冷卻時間。\n目標必需被巫毒娃娃附身。	回復精力值：10\n產生集氣：1層\n類型：防禦\n\n回收附身詛咒並且強化自己的防禦能力，防禦力 + $ADD_AC_PHYSICS，持續45秒。受到的傷害 - 30%，持續7秒。\n\n重置附身詛咒的冷卻時間。\n目標必需被巫毒娃娃附身。\n		ADD_AC_PHYSICS(1)(1)
45007	詛咒增益	必須裝備巫毒娃娃\n回復精力值：10\n產生集氣：1層\n類型：防禦\n\n回收附身詛咒並且強化自己的攻擊能力，攻擊力 + $ADD_DAMMIMAGIC、重擊 + $ADD_DAMPLUS_MAGIC，持續45秒。攻擊力與重擊+20%，持續7秒。\n\n可重置附身詛咒的冷卻時間。\n目標必需被巫毒娃娃附身。	回復精力值：10\n產生集氣：1層\n類型：防禦\n\n回收附身詛咒並且強化自己的攻擊能力，攻擊力 + $ADD_DAMMIMAGIC、重擊 + $ADD_DAMPLUS_MAGIC，持續45秒。攻擊力與重擊+20%，持續7秒。\n\n可重置附身詛咒的冷卻時間。\n目標必需被巫毒娃娃附身。\n		ADD_DAMMIMAGIC(1)(1);ADD_DAMPLUS_MAGIC(1)(1)
45008	詛咒爆裂	必須裝備巫毒娃娃\n消耗集氣：1層\n類型：死靈、震爆\n\n凝聚詛咒之力，對目標造成 $ADD_DAMMIMAGIC + 200%魔法傷害。並有機率造成擊倒。\n\n目標被巫毒娃娃附身則不消耗集氣。	消耗集氣：1層\n類型：死靈、震爆\n\n凝聚詛咒之力，對目標造成 $ADD_DAMMIMAGIC + 200%魔法傷害。並有機率造成擊倒。\n\n目標被巫毒娃娃附身則不消耗集氣。\n		ADD_DAMMIMAGIC(1)(2)
45009	黑暗重力	必須裝備巫毒娃娃\n消耗集氣：1層\n類型：死靈\n\n目標受到黑暗詛咒，防禦力 $ADD_AC_PHYSICS 、移動速度 - 420，持續15秒。被詛咒者的周圍敵對目標皆會受到詛咒影響。\n\n目標必需被巫毒娃娃附身。	消耗集氣：1層\n類型：死靈\n\n目標受到黑暗詛咒，防禦力 $ADD_AC_PHYSICS 、移動速度 - 420，持續15秒。被詛咒者的周圍敵對目標皆會受到詛咒影響。\n\n目標必需被巫毒娃娃附身。\n		ADD_AC_PHYSICS(1)(1)
45010	詛咒控制	必須裝備巫毒娃娃\n類型：死靈\n\n藉由詛咒的力量，讓巫毒娃娃承受的傷害轉移到目標身上，造成3次 $ADD_DAMMIMAGIC + 250%魔法傷害。並有機率造成擊倒。\n\n目標必需被巫毒娃娃附身。	類型：死靈\n\n藉由詛咒的力量，讓巫毒娃娃承受的傷害轉移到目標身上，造成3次 $ADD_DAMMIMAGIC + 250%魔法傷害。並有機率造成擊倒。\n\n目標必需被巫毒娃娃附身。\n		ADD_DAMMIMAGIC(1)(2.5)
