n_ID	s_TITLE_BUFF	s_DESCRIPTION	s_CACULATE
18630	Refined	เมื่อโจมตีศัตรูด้วยความร้อน จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 4 วินาที	
18631	Graceful	เมื่อโจมตีศัตรูด้วยความร้อน จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 3 วินาที	
18632	Extreme	เมื่อโจมตีศัตรูด้วยความร้อน จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 2 วินาที	
18633	Good	โจมตีศัตรูด้วยระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 5 วินาที	
18634	Refined	โจมตีศัตรูด้วยระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 4 วินาที	
18635	Graceful	โจมตีศัตรูด้วยระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 3 วินาที	
18636	Extreme	โจมตีศัตรูด้วยระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 2 วินาที	
18637	Good	โจมตีศัตรูด้วยสกิลฟื้นฟู, ความร้อน, ระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 5 วินาที	
18638	Refined	โจมตีศัตรูด้วยสกิลฟื้นฟู, ความร้อน, ระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 4 วินาที	
18639	Graceful	โจมตีศัตรูด้วยสกิลฟื้นฟู, ความร้อน, ระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 3 วินาที	
18640	Extreme	โจมตีศัตรูด้วยสกิลฟื้นฟู, ความร้อน, ระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 2 วินาที	
18641	Good	เมื่อพลังถึง $STR_CHECK ลดความเสียหายกายภาพเพิ่มขึ้น $ADD_ABSORB_PHYSIC 	STR_CHECK(3); ADD_ABSORB_PHYSICS(1)
18642	Refined	เมื่อพลังถึง $STR_CHECK ลดความเสียหายกายภาพเพิ่มขึ้น $ADD_ABSORB_PHYSIC 	STR_CHECK(3); ADD_ABSORB_PHYSICS(1)
18643	Graceful	เมื่อพลังถึง $STR_CHECK ลดความเสียหายกายภาพเพิ่มขึ้น $ADD_ABSORB_PHYSIC 	STR_CHECK(3); ADD_ABSORB_PHYSICS(1)
18644	Extreme	เมื่อพลังถึง $STR_CHECK ลดความเสียหายกายภาพเพิ่มขึ้น $ADD_ABSORB_PHYSIC 	STR_CHECK(3); ADD_ABSORB_PHYSICS(1)
18645	Good	เมื่อพลังถึง $STR_CHECK ลดความเสียหายเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	STR_CHECK(3); ADD_ABSORB_MAGIC(1)
18646	Refined	เมื่อพลังถึง $STR_CHECK ลดความเสียหายเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	STR_CHECK(3); ADD_ABSORB_MAGIC(1)
18647	Graceful	เมื่อพลังถึง $STR_CHECK ลดความเสียหายเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	STR_CHECK(3); ADD_ABSORB_MAGIC(1)
18648	Extreme	เมื่อพลังถึง $STR_CHECK ลดความเสียหายเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	STR_CHECK(3); ADD_ABSORB_MAGIC(1)
18649	Good	เมื่อพลังถึง $STR_CHECK ลดความเสียหายจากกายภาพและเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	STR_CHECK(3); ADD_ABSORB_PHYSICS(1); ADD_ABSORB_MAGIC(1)
18650	Refined	เมื่อพลังถึง $STR_CHECK ลดความเสียหายจากกายภาพและเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	STR_CHECK(3); ADD_ABSORB_PHYSICS(1); ADD_ABSORB_MAGIC(1)
18651	Graceful	เมื่อพลังถึง $STR_CHECK ลดความเสียหายจากกายภาพและเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	STR_CHECK(3); ADD_ABSORB_PHYSICS(1); ADD_ABSORB_MAGIC(1)
