n_ID	s_NAME	s_TITLE	s_NPC_CHATS
1661	Penguin Staff Sergeant		
1662	Sparkler Antelope		
1663	Desert Eagle		
1664	Thorn Hammer Bee		
1665	Angry Red Bear		
1666	Touro	Morgan Pirate	ท่านผู้นำกองทัพที่ยิ่งใหญ่สั่งให้ข้ามาเฝ้ายังเกาะแห่งนี้
1667	Touro	Morgan Pirate	ใครคิดกล้าทรยศท่านผู้นำกองทำข้าจะฆ่ามันซะ!
1690	Gordon	Adventurer	แม้จะมีเพียงคนเดียวก็ยังกล้าออกมา
1691	Gordon	Adventurer	ลุยคนเดียวมันลำบากหน่อย ครั้งหน้าต้องหาเพื่อนมาร่วมผจญภัยละหละ
1692	Remains Tiger		
1693	Ruin  sharp  Snake		
1694	Ward Kingkong		
1695	Craig Firebird		
1696	Warning Gun Tower		
1720	Naomi	North Bay's Fox	ฉันต้องใช้กลยุทธ์ที่จะเอาชนะการแข่งขันชิงแชมป์นี้
1721	Naomi	North Bay's Fox	อา....ข้าชนะแน่นอน
1731	Spray Burglar Cat		.....
1732	Mountain Deer		.....
1734	Catwoman Sniper		.....
1742	Sediment Wolf		
1743	Drunk wolf pirates		
1744	Lion pirates		
1745	Mad Cow Pirates		
1746	Desert Wolf Pirates		
1747	Two Horns Tiger		
1748	Purple Flame Lion		
1749	Wild ape		
1750	Sparkler Antelope		
1751	Walrus pirates		
1752	Steel blade Eagle		
1753	Forest Demon		
1754	Dragon Gladiator		
1755	Catwoman Pirate Person		
1756	Craig Firebird		
1757	Heaven Island Bird		
1760	Fur seal		
1761	Lion pirates		
1762	Lion pirates		
1763	Lion pirates		
1764	Red Blood Giant Anchor Roon		
1765	Green scales pirates		
1766	Cannon Tower		
1767	Catwoman Sniper		
1768	Catwoman Sniper		
1769	Cruise		
1770	Green scales pirates		
1771	機槍(機關怪物)		
1772	大砲(機關怪物)		
1773	Fortress Door		
1774	Navy Traitor		ท้องฟ้าสดใสอาทิตย์สาดแสงแดงทั่วแผ่นดิน~~ ข้าไม่ใช้NPC นำทางนะ~~
1790	Clemmens	Elite Adventurers	
1791	Ileana	Elite Adventurers	
1792	Lowe	Elite Adventurers	
1793	Josi	Elite Adventurers	
1794	Maryland	Elite Adventurers	
1795	Matida	Elite Adventurers	
1796	Edmure	Elite Adventurers	
1797	Mantey	Elite Adventurers	
1810	Sharp snake poison ivy		
1811	Tunnel Viper		
1812	Tunnel Serpent		
1820	Gelland		
1821	Gelland Teeth		
1822	Black Blood Pirates		
1823	Black Blood Pirates		
1824	Black Blood Pirates		
1825	Black Blood Evil		
1850	Elite Raider		
1851	Elite Raider		
1852	Elite Raider		
1853	Elite Raider		
1854	Elite Raider		
1855	Elite Raider		
1856	Elite Raider		
1857	Elite Raider		
1860	Elite Raider		
1861	Elite Raider		
1862	Elite Raider		
1863	Elite Raider		
1864	Elite Raider		
1865	Elite Raider		
1866	Elite Raider		
1867	Elite Raider		
1870	Elite Raider		
1871	Elite Raider		
1872	Elite Raider		
1873	Elite Raider		
1874	Elite Raider		
1875	Elite Raider		
1876	Elite Raider		
1877	Elite Raider		
1880	Slave Gladiator		
1881	Drunk wolf pirates		
1882	Lion pirates		
1883	Mad Cow Pirates		
1884	Desert Wolf Pirates		
1885	Slave Gladiator		
1886	Slave Gladiator		
1887	Slave Gladiator		
1888	Earth Ripper		
1889	Slave Gladiator		
1890	Walrus pirates		
1891	Slave Gladiator		
1892	Forest Demon		
1893	Dragon Gladiator		
1894	Beirut		
1895	Catwoman Pirate Person		
1896	Craig Firebird		
1897	Heaven Island Bird		
1900	Elite Raider		
1901	Elite Raider		
1902	Elite Raider		
1903	Elite Raider		
1904	Elite Raider		
1905	Elite Raider		
1906	Elite Raider		
1907	Elite Raider		
1910	Elite Raider		
1911	Elite Raider		
1912	Elite Raider		
1913	Elite Raider		
1914	Elite Raider		
1915	Elite Raider		
1916	Elite Raider		
1917	Elite Raider		
1920	Siren		<text style="79" path="925">[52500925]</text>  เกือบจะเปิดใช้อาวุธแห่งยุค Empire of Mu ได้แล้ว ก่อนที่จะต่อสู้กับพวกมัน ทางที่ดีที่สุดไปปิด Energy Crystal ก่อนดีกว่า ไม่แน่อาจจะโดนการโจมตีของทั้งสองพร้อมกัน มองเห็นรอยแยกแห่งการเวลาด้านล่างนั่นไหม? เหล่าทหารเหล็กคอยอยู่ตรงนั้นไม่ห่าง โจมตีรอยแยกนั้นก่อนจนกว่ามันจะออกแรงลงจะดีกว่า
1921	Sea Phantom	ปล่อยเนื้อปล่อยตัว	
1922	Sea Phantom	หมาไม่มีบ้าน	
1923	Poseidon Instrument		เสียบลงบนพื้นเบาๆ
1924	Al Timo	เครื่องติดตามทดลอง	
1925	Al Timo	เครื่องทดสอบยิง	
1926	Siren	กินป๊อปคอร์ด	
1927	Empire Of Mu Siege Gun	กินอันนี้แหละ!!	
1928	Remains Guardian		
1929	Space Crack	ตีข้าให้แตกสิ~!!!!	
1930	Remains Iron Guard	เฮอ เฮอ	
1931	Energy Ball	หลีกไป!!	
1932	Energy Ball	หลีกไป!!	
1935	Fire Tower		
2000	Sediment Wolf		.....
2001	Sediment Wolf		.....
2002	Sediment Wolf		.....
2003	Sediment Wolf		.....
2004	Drunk wolf pirates		.....
2005	Drunk wolf pirates		.....
2006	Drunk wolf pirates		.....
2007	Drunk wolf pirates		.....
2008	Lion pirates		.....
2009	Lion pirates		.....
2010	Lion pirates		.....
2011	Lion pirates		.....
2012	Black braids Pirates		.....
2013	Red Horn Bull		.....
2014	Two Horns Tiger		.....
2015	Ned apes		.....
2016	Ward Kingkong		.....
2017	Ward Kingkong		.....
2018	Greenwood Magic Flower		.....
2019	Greenwood Magic Flower		.....
2020	Greenwood Magic Flower		.....
2021	Toxic Vine		.....
2022	Toxic Vine		.....
2023	Toxic Vine		.....
2024	Mountain Deer		.....
2025	Mountain Deer		.....
2026	Mountain Deer		.....
2027	Mountain Deer		.....
2028	Sparkler Antelope		.....
2029	Sparkler Antelope		.....
2030	Rock turtle		.....
2031	Rock turtle		.....
2032	Rock turtle		.....
2033	Rock turtle		.....
2034	Sand dragon		.....
2035	Sand dragon		.....
2036	Sand dragon		.....
2037	Swamp Tortoise		.....
2038	Swamp Tortoise		.....
2039	Angry Red Bear		.....
2040	Desert Eagle		.....
2041	Desert Eagle		.....
2042	Desert Eagle		.....
2043	Desert Eagle		.....
2044	lenka		.....
2045	lenka		.....
2046	lenka		.....
2047	Dragon Gladiator		.....
2048	Dragon Gladiator		.....
2049	Dragon Gladiator		.....
2050	Gladiator Slave Girl		.....
2051	Gladiator Slave Girl		.....
2052	Gladiator Slave Girl		.....
2053	Gladiator Slave Girl		.....
2054	Craig Firebird		.....
2055	Craig Firebird		.....
2056	Craig Firebird		.....
2057	Sharp snake poison ivy		.....
2058	Sharp snake poison ivy		.....
2059	Sharp snake poison ivy		.....
2060	Orc		.....
2061	Orc		.....
2062	Fighting Fish soldier		.....
2063	Fighting Fish soldier		.....
2064	Fighting Fish soldier		.....
2065	Fighting Fish soldier		.....
2066	Scythe beetle		.....
2067	Scythe beetle		.....
2068	Thorn Hammer Bee		.....
2069	Thorn Hammer Bee		.....
2070	Thorn Hammer Bee		.....
2071	Red Horn Bull		.....
2072	Red Horn Bull		.....
2073	Red Horn Bull		.....
2074	Angry Red Bear		.....
2075	Angry Red Bear		.....
2076	Angry Red Bear		.....
2077	Sediment Wolf		.....
2078	Sediment Wolf		.....
2079	Sediment Wolf		.....
2080	Sediment Wolf		.....
2081	Two Horns Tiger		.....
2082	Ned King Kong		.....
2083	Ward Kingkong		.....
2084	Ward Kingkong		.....
2085	Greenwood Magic Flower		.....
2086	Greenwood Magic Flower		.....
2087	Greenwood Magic Flower		.....
2088	Toxic Vine		.....
2089	Toxic Vine		.....
2090	Toxic Vine		.....
2091	Mountain Deer		.....
2092	Mountain Deer		.....
2093	Mountain Deer		.....
2094	Mountain Deer		.....
2095	Sparkler Antelope		.....
2096	Sparkler Antelope		.....
2097	Rock turtle		.....
2098	Rock turtle		.....
2099	Rock turtle		.....
2100	Rock turtle		.....
2101	Sand dragon		.....
2102	Sand dragon		.....
2103	Sand dragon		.....
2104	Swamp Tortoise		.....
2105	Swamp Tortoise		.....
2106	Desert Eagle		.....
2107	Desert Eagle		.....
2108	Desert Eagle		.....
2109	Desert Eagle		.....
2110	lenka		.....
2111	lenka		.....
2112	lenka		.....
2113	Sharp snake poison ivy		.....
2114	Sharp snake poison ivy		.....
2115	Sharp snake poison ivy		.....
2116	Fighting Fish soldier		.....
2117	Fighting Fish soldier		.....
2118	Fighting Fish soldier		.....
2119	Fighting Fish soldier		.....
2120	Scythe beetle		.....
2121	Scythe beetle		.....
2122	Thorn Hammer Bee		.....
2123	Thorn Hammer Bee		.....
2124	Thorn Hammer Bee		.....
2125	Martyr No.1		.....
2126	Martyr No.2		.....
2127	Tornado Eagle		.....
2128	Fighting Fish Sergeant		.....
2129	Fiery Red Bear		.....
2130	Sharp snake poison ivy		.....
2131	Dragon Gladiator		.....
2132	Orc Chief 		.....
2133	Orc Chief 		.....
2134	Navy Guard		.....
2135	Navy Guard		.....
2136	Navy Guard		.....
2137	Navy Guard		.....
2138	Strike Navy Guard		.....
2139	Strike Navy Guard		.....
2140	Strike Navy Guard		.....
2141	Strike Navy Guard		.....
2142	Naval officer		.....
2143	Naval officer		.....
2144	Naval officer		.....
2145	Naval officer		.....
2146	Higher Naval officer		.....
2147	Higher Naval officer		.....
2148	Higher Naval officer		.....
2149	Higher Naval officer		.....
2150	Golden Cat Navy Group		.....
2151	Golden Cat Navy Group		.....
2152	Golden Cat Navy Group		.....
2153	Penguin Sergeant		.....
2154	Penguin Sergeant		.....
2155	Penguin Sergeant		.....
2156	Penguin Staff Sergeant		.....
2157	Penguin Staff Sergeant		.....
2158	Penguin Staff Sergeant		.....
2159	Mo Yuzi		.....
2160	Mo Yuzi		.....
2161	Mo Yuzi		.....
2162	World Eagle		.....
2200	Fur seal		.....
2201	Fur seal		.....
2202	Fur seal		.....
2203	Fur seal		.....
2204	Blind Hound		.....
2205	Blind Hound		.....
2206	Blind Hound		.....
2207	Blind Hound		.....
2208	Drunk wolf pirates		.....
2209	Drunk wolf pirates		.....
2210	Drunk wolf pirates		.....
2211	Black braids Pirates		.....
2212	Black braids Pirates		.....
2213	Black braids Pirates		.....
2214	Steel Horn Bull		.....
2215	Steel Horn Bull		.....
2216	Steel Horn Bull		.....
2217	Ned King Kong		.....
2218	Ned King Kong		.....
2219	Ned King Kong		.....
2220	Ned King Kong		.....
2221	Polar ape		.....
2222	Polar ape		.....
2223	Polar ape		.....
2224	Polar ape		.....
2225	Polar Ape		.....
2226	Polar Ape		.....
2227	Polar Ape		.....
2228	Wild ape		.....
2229	Wild ape		.....
2230	Wild ape		.....
